1---“八一”六十载---亲 
2---“七一”直抵花城---库 
3---“十三大”，改革之会，团结之会---奉 
4---“十一”双方皆怀念---喜 
5---“文昭关”选段---音 
6---“五一”厂里放影片---彦 
7---“五一”前夕何宽松---衙 
8---“西出阳关无故人”---笙 
9---“小”字加一撇，不作“少”字猜---赤 
10---《人生》上下集---佧 
11---20-2---槎 
12---３＋８---秸 
13---７８．３---柒 
14---阿里山小吃---饴 
15---爱将余热献光明---熹 
16---爱心几度付流水---沉 
17---爱心寄与笔底情---写 
18---爱友别离又相聚---受 
19---安敢裙钗换男装---宁 
20---安危抛脑后---脆 
21---安下心来读书---今 
22---安心度日---宴 
23---安心平凡工作---恐 
24---安心只为翻了身---总 
25---安阳风光---京 
26---安阳会子---鼹 
27---安阳即景---京 
28---俺大人不在---电 
29---岸---滂 
30---八尺龙头---咫 
31---八尺龙须---荨 
32---八达岭---兵 
33---八方归心---总 
34---八方援助受灾人---熔 
35---八方支援前线---织 
36---八哥---兑 
37---八哥的传说---言 
38---八哥偏心---悦 
39---八哥守门---阅 
40---八哥学舌---说 
41---八卦山之春---根 
42---八角楼旁水相连---淞 
43---八戒大怒---氦 
44---八戒行者随长老---狮 
45---八九不离十---杂 
46---八九不离十---杂 
47---八九点钟的太阳---晨 
48---八君子---羌 
49---八骏随天子---玛 
50---八连战士---丘 
51---八千里峰峦横隔，三十年心系故乡---秉 憧 
52---八千子弟兵---翠 
53---八千子弟兵---翠 
54---八声甘州---箫 
55---八十八---米 
56---八兄弟同赏月　　 ---脱 
2175---山色四周林木疏，禽鸟飞归足迹留　　 ---翻 
2176---山山唯落晖　　 ---黜 
2177---山山重叠拔云间　　 ---屈 
2178---山上三个洞，上面好养病　　 ---癌 
2179---山上山下一片绿　　 ---绌 
2180---山上有洞洞下有山山洞相连顿见新颜　　 ---容 
2181---山上有山，堪称大山　　 ---岳 
2182---山势尽与江东流　　 ---汕 
2183---山势盘陀入画中　　 ---田 
2184---山是眉峰聚　　 ---公 
2185---山水横舟入画中　　 ---崽 
2186---山水画中新月沉　　 ---崽 
2187---山水相连心贴心　　 ---凼 
2188---山兔　　 ---峁 
2189---山西临汾　　 ---汕 
2190---山西省一日游　　 ---业 
2191---山西省阴　　 ---亚 
2192---山西一别，改日再会　　 ---显 
2193---山西一日游　　 ---业 
2194---山下晴皎皎　　 ---崩 
2195---山下曲径人寥寂　　 ---岌 
2196---山下曲径人寥寂　　 ---岌 
2197---山下山下，风展红旗如画　　 ---屈 
2198---山下石燕飞　　 ---岚 
2199---山下四方必相连　　 ---崽 
2200---山下友人处境危　　 ---崩 
2201---山下有了抽水泵　　 ---岩 
2202---山下有了抽水泵　　 ---岩 
2203---山下有情水横流，连日带月挂心中　　 ---崽 
2204---山乡巨变引水来　　 ---绿 
2205---山形变化旧貌改　　 ---画 
2206---山形环抱树参差　　 ---棵 
2207---山形依旧枕寒流　　 ---录 
2208---山以虚则能受泽　　 ---函 
2209---山影横斜落水中　　 ---隶 
2210---山映斜阳　　 ---岁 
2211---山誉高飞　　 ---岛 
2212---山岳潜影　　 ---丘 
2213---山在虚无缥缈间　　 ---凹 
2214---山在虚无缥缈间　　 ---幽 
2215---山珍海味　　 ---馈 
2216---山中变样，栽进富根　　 ---画 
2217---山中匹配成双对　　 ---四 
2218---山中无老虎　　 ---伸-王 
2219---膻　　 ---氧 
2220---汕头中兴旧貌改　　 ---洹 
2221---商业局　　 ---立 
2222---上班无心，归心似箭　　 ---瑟 
2223---上不封顶，下不保底　　 ---二 
2224---上苍有眼　　 ---苜 
2225---上船相邀　　 ---敷 
2226---上方山建厂　　 ---岩 
2227---上古史官　　 ---卧 
2228---上海安装组　　 ---婶 
2229---上海春来早　　 ---泰 
2230---上海姑娘夺冠　　 ---婶 
2231---上海境内　　 ---刊 
2232---上海居民　　 ---伸 
2233---上海码头　　 ---砷 
2234---上海帽　　 ---审 
2235---上海没有一点雨　　 ---漏 
2236---上海没有一点雨　　 ---漏 
2237---上海人　　 ---伸 
2238---上海之春　　 ---沐 
2239---上行下效　　 ---哥 
2240---上季巧安排，重点援四化　　 ---税 
2241---上篮投中十分整　　 ---笔 
2242---上篮运动太平常　　 ---筑 
2243---上面瞪着两眼，推到下面撒手不管　　 ---瞿 
2244---上面虽切断，下面仍有电　　 ---蝇 
2245---上面下去，下面上去　　 ---至 
2246---上千北雁各西东　　 ---乘 
2247---上去上去，下去下去　　 ---至 
2248---上人厂共同干　　 ---岸 
2249---上杀下丰　　 ---尖 
2250---上山下山猜不出　　 ---岳 
2251---上台献丑　　 ---牟 
2252---上台要稳别着急　　 ---私 
2253---上台伊始除弊端　　 ---弁 
2254---上天峰　　 ---嵩 
2255---上无三厂产品　　 ---磊 
2256---上午送来东西　　 ---铢 
2257---上下出点力　　 ---为 
2258---上下机动　　 ---朵 
2259---上下节约开支　　 ---卉 
2260---上下紧密联系，都要节约一点　　 ---十 
2261---上下均可　　 ---哥 
2262---上下平行左右勾结　　 ---互 
2263---上下齐心大造林　　 ---樊 
2264---上下齐心追千里　　 ---驳 
2265---上下团结如一人　　 ---娱 
2266---上下小心　　 ---丁 
2267---上下要齐心，放手大造林　　 ---攀 
2268---上下一心　　 ---卡 
2269---上下一心把住关　　 ---卡 
2270---上下一心把住关　　 ---卡 
2271---上下一致　　 ---卡 
2272---上下一致大团结，最后必定大统一　　 ---奏 
2273---上下只差一点点　　 ---咔 
2274---上下只差一点点　　 ---咔 
2275---上下抓安全，一点不放松　　 ---宝 
2276---上下左右不出头　　 ---楞 
2277---上下左右一条心　　 ---愣 
2278---上香山　　 ---珀 
2279---上一次　　 ---业 
2280---上一环扣下一环　　 ---坯 
2281---上影　　 ---卡 
2282---上有好者　　 ---瑗 
2283---上有黄鹂深树鸣　　 ---枭 
2284---上元节，人团聚　　 ---芙 
2285---上月进口西洋参　　 ---涓 
2286---上月连升三级　　 ---膂 
2287---芍药谢时燕双飞　　 ---纵 
2288---少年心　　 ---午 
2289---少小离家老大回　　 ---夭 
2290---少驻江头迷望眼，果然秋水浅笼　　 ---渺 
2291---舌头　　 ---千 
2292---舌战　　 ---诤 
2293---射得文虎有几多　　 ---虔 
2294---摄影入门　　 ---闪 
2295---申请后当列兵　　 ---醉 
2296---身在树荫中　　 ---榭 
2297---生存空间　　 ---阔 
2298---生了一女　　 ---好 
2299---生前空有樱桃俏　　 ---知 
2300---生前是风里来雨里去　　 ---希 
2301---生日在一月　　 ---腥 
2302---生死关头须团结一点　　 ---颜 
2303---笙箫管笛俱成双　　 ---个 
2304---圣上召开　　 ---观 
2305---圣旨　　 ---玲 
2306---圣旨　　 ---谛 
2307---失去的友爱又回来　　 ---受 
2308---失信之人莫相交　　 ---谟 
2309---失之东隅，收之桑榆　　 ---郴 
2310---失之东隅收之桑榆　　 ---郴 
2311---失职之后卖枕头　　 ---耽 
2312---十八闺女隐闺中　　 ---娴 
2313---十八路诸侯会　　 ---枉 
2314---十八罗汉　　 ---李 
2315---十八罗汉　　 ---棵 
2316---十八罗汉　　 ---榔 
2317---十八罗汉去海边　　 ---权 
2318---十八滩头旧貌改　　 ---渣 
2319---十八相送　　 ---目 
2320---十八相送　　 ---杼 
2321---十八相送到草桥　　 ---荣 
2322---十八相送泪分流　　 ---湘 
2323---十八夜观湖　　 ---湘 
2324---十尺汉子　　 ---仗 
2325---十滴水　　 ---汁 
2326---十点猜啥字　　 ---粘 
2327---十二大的重点　　 ---美 
2328---十二大四中全会　　 ---美 
2329---十二点　　 ---斗 
2330---十二点十分　　 ---斛 
2331---十二联珠　　 ---主 
2332---十二月　　 ---荫 
2333---十二月二十日日食　　 ---菁 
2334---十二月会面　　 ---靓 
2335---十二月前后　　 ---蒯 
2336---十二月一日天气好　　 ---晴 
2337---十二中全会女代表　　 ---坤 
2338---十分大方　　 ---奋 
2339---十分得体　　 ---射 
2340---十分放心　　 ---忖 
2341---十分高大　　 ---夺 
2342---十分高大　　 ---夺 
2343---十分害怕　　 ---慎 
2344---十分合得来　　 ---舍 
2345---十分明亮　　 ---觥 
2346---十分偶然　　 ---毯 
2347---十分佩服　　 ---衬 
2348---十分偏心　　 ---忖 
2349---十分热烈　　 ---毯 
2350---十分山景傍西湖　　 ---浔 
2351---十分体贴　　 ---射 
2352---十分体贴　　 ---射 
2353---十分体贴无人信　　 ---谢 
2354---十分吸引人　　 ---付 
2355---十分相思水纵横　　 ---澍 
2356---十分需要人　　 ---付 
2357---十分用心细细想　　 ---忖 
2358---十分用心细细想　　 ---忖 
2359---十分有奔头　　 ---夺 
2360---十分有计划　　 ---诗 
2361---十分有意结知音　　 ---忖 
2362---十分有意哪堪离　　 ---忖 
2363---十分冤屈　　 ---桂 
2364---十分之六　　 ---辛 
2365---十分重视安全　　 ---荃 
2366---十个哥哥　　 ---克 
2367---十口定点落户　　 ---居 
2368---十口之家户不满　　 ---居 
2369---十里亭中江上月　　 ---湖 
2370---十里西湖一望中　　 ---潮 
2371---十两多一点　　 ---斥 
2372---十两木耳　　 ---析 
2373---十两一斤　　 ---芹 
2374---十辆空车　　 ---斤 
2375---十六两多一点　　 ---斥 
2376---十年失散，重阳相逢　　 ---馥 
2377---十年失散重逢晚　　 ---移 
2378---十全十美　　 ---莠 
2379---十人同心相聚　　 ---舍 
2380---十人之下　　 ---走 
2381---十日不雨　　 ---一 
2382---十日画一水　　 ---洵 
2383---十日会话　　 ---询 
2384---十日谈　　 ---询 
2385---十日谈　　 ---询 
2386---十三比十一　　 ---陛 
2387---十三大　　 ---奔 
2388---十三大放手改革　　 ---捧 
2389---十三大改革步伐快如飞　　 ---奔 
2390---十三大体现一个“快”字　　 ---奔 
2391---十三大团结前进　　 ---奔 
2392---十三点　　 ---汁 
2393---十三点　　 ---汁 
2394---十三立方　　 ---陪 
2395---十室九空　　 ---丙 
2396---十天零一夜　　 ---殉 
2397---十天未吐一字　　 ---枸 
2398---十位弟兄力量大，一切困难都不怕　　 ---克 
2399---十无一焉　　 ---鸠 
2400---十五天　　 ---胖 
2401---十羊重调配才有希望　　 ---幸 
2402---十一　　 ---坌 
2403---十一比五，中国领先，阿拉伯落后　　 ---考 
2404---十一点进厂　　 ---压 
2405---十一点进厂　　 ---压 
2406---十一观潮　　 ---湖 
2407---十一号荣中二名　　 ---壶 
2408---十月革命一声炮响　　 ---鹕 
2409---十月怀胎，一朝分娩　　 ---早 
2410---十月培土　　 ---隍 
2411---十月十日方订合同　　 ---嘲 
2412---十载比邻双又离　　 ---哔 
2413---十载参玄如对冰　　 ---率 
2414---十载翻身业　　 ---赤 
2415---十载改革旧貌改　　 ---早 
2416---十载树雄心　　 ---伎 
2417---十载同心言相投　　 ---诘 
2418---十载挖穷根　　 ---宋 
2419---十载相思影半斜　　 ---彭 
2420---十载相思又十载　　 ---鼓 
2421---十载枕戈不脱衣　　 ---裁 
2422---十则围之　　 ---田 
2423---十字街头　　 ---千 
2424---十字街头巧相逢　　 ---千 
2425---十字街头竖杆旗　　 ---阡 
2426---十字津头一字生　　 ---汗 
2427---石板　　 ---反 
2428---石化厂破格用人　　 ---员 
2429---石头城外月光明　　 ---旺 
2430---石头记故事　　 ---碘 
2431---石为枕头草为床　　 ---蘑 
2432---时到日落人方归　　 ---付 
2433---时装　　 ---衾 
2434---实现大统一　　 ---天 
2435---史　　 ---诂 
2436---始乱终弃　　 ---升 
2437---始终台湾归一统　　 ---弘 
2438---士别三日，刮目相看　　 ---桔 
2439---士别一日　　 ---早 
2440---世界屋脊　　 ---屉 
2441---似残月升起夜已半　　 ---孚 
2442---似曾相识燕归来　　 ---鹊 
2443---似船载船　　 ---盘 
2444---似看展翼在云前　　 ---会 
2445---似镰新水印湖心　　 ---乱 
2446---似眉---似镜---似弓　　 ---娟 
2447---似是残花顺水流　　 ---顷 
2448---似我　　 ---豫 
2449---似雪压枝头，实梨花带雨　　 ---泉 
2450---似以变更为宜　　 ---便 
2451---事事如意　　 ---恰 
2452---事业中兴，前景在望　　 ---晋 
2453---是非只为多开口　　 ---匪 
2454---是妾居中巧安排　　 ---嬖 
2455---收拾得早　　 ---曰 
2456---手把芙蓉　　 ---鸷 
2457---手持单刀一口　　 ---招 
2458---手持上方宝剑　　 ---招 
2459---手无寸铁　　 ---控 
2460---守到一点补贴一元　　 ---冠 
2461---守株待兔　　 ---柳 
2462---守株待兔在田头　　 ---榴 
2463---首先和党心连心　　 ---总 
2464---售　　 ---读 
2465---书签　　 ---颊 
2466---书香门第　　 ---闵 
2467---蜀水横流　　 ---州 
2468---鼠头虎尾　　 ---儿 
2469---树林又蔽一寸光　　 ---森 
2470---树头雁阵入画中　　 ---巢 
2471---树雄心　　 ---仅 
2472---树影参差入画中　　 ---棵 
2473---树影池边月　　 ---潸 
2474---栓　　 ---森 
2475---双方离别泪纷纷　　 ---器 
2476---双方联合公报　　 ---暄 
2477---双峰插云　　 ---曲 
2478---双联开关　　 ---聂 
2479---双双并肩干，一一比高低　　 ---琵 
2480---双雁归来细雨中　　 ---炎 
2481---双移莲步履于冰　　 ---弱 
2482---双重人格　　 ---徊 
2483---水表　　 ---泊 
2484---水产公司　　 ---衡 
2485---水产门市部　　 ---衡 
2486---水上码头　　 ---泵 
2487---水上人家　　 ---沪 
2488---水上作业　　 ---汞 
2489---水蛇　　 ---汜 
2490---水随空山转　　 ---汇 
2491---水调歌头　　 ---河 
2492---水调歌头　　 ---河 
2493---水源曲折山峰隐　　 ---丞 
2494---说　　 ---会 
2495---说大话　　 ---诳 
2496---说了十天　　 ---询 
2497---司令下令挥师东下　　 ---同 
2498---丝　　 ---给 
2499---丝林环抱　　 ---楞 
2500---丝林之外飞来峰　　 ---峙 
2501---丝丝垂柳隔山来　　 ---幽 
2502---丝丝春柳垂花前　　 ---菲 
2503---丝织厂里献丹心　　 ---缠 
2504---思想不集中　　 ---忿 
2505---死鸡　　 ---醉 
2506---四点十分一连出车　　 ---迷 
2507---四方错落留春住　　 ---躁 
2508---四方工人团结紧　　 ---吴 
2509---四方归客心　　 ---备 
2510---四方归客心　　 ---备 
2511---四方环镇嵩当中　　 ---回 
2512---四方会谈　　 ---诃 
2513---四方可一统　　 ---哥 
2514---四方齐合作，乡下变了样　　 ---细 
2515---四方同心通力合作　　 ---勰 
2516---四方团结务须出力　　 ---备 
2517---四方团聚兔年春　　 ---榴 
2518---四方围住一只狗　　 ---器 
2519---四方一统息干戈　　 ---哉 
2520---四方拥护党中央　　 ---回 
2521---四方云散见孤月　　 ---谓 
2522---四顾渺无际　　 ---儿 
2523---四化记心上　　 ---总 
2524---四化前程　　 ---积 
2525---四化前程美的开端　　 ---税 
2526---四化人人争先进　　 ---欲 
2527---四化一直搞下去　　 ---匹 
2528---四化之秋需要人　　 ---税 
2529---四连冠　　 ---宁 
2530---四六合成　　 ---交 
2531---四面环山藏雾里　　 ---备 
2532---四面环山共拱北　　 ---冀 
2533---四面皆山好耕耘　　 ---田 
2534---四面重峦嶂　　 ---田 
2535---四入汉阳　　 ---漫 
2536---四山环抱林高低　　 ---棵 
2537---四退八进一　　 ---日 
2538---四围春色中　　 ---困 
2539---四围山色参差树　　 ---棵 
2540---四围山色湖光中　　 ---谓 
2541---四围山色隐雾中　　 ---备 
2542---四围只见东门阙　　 ---匹 
2543---四五蟾兔缺　　 ---芎 
2544---四又二分之一　　 ---双 
2545---四周山色画中看　　 ---田 
2546---寺后翠竹偏宜人　　 ---符 
2547---驷马难追　　 ---四 
2548---松柏后凋知岁末　　 ---梦 
2549---松绑要清“左”　　 ---邦 
2550---耸人听闻　　 ---诡 
2551---叟　　 ---佬 
2552---酸甜各半　　 ---酣 
2553---算命先生　　 ---仆 
2554---虽说十分珍贵，全靠点滴积累　　 ---金 
2555---虽我独飘零，犹存中国心　　 ---钰 
2556---岁末除夕人归来　　 ---仙 
2557---岁末恰逢周末　　 ---名 
2558---岁首离别年底归　　 ---舛 
2559---岁岁除夕夜　　 ---黜 
2560---孙中山为公忘私　　 ---交 
2561---损失不小　　 ---夸 
2562---他俩招工到贵阳　　 ---凡 
2563---他去也，怎把心儿放　　 ---作 
2564---他去也怎把心儿放　　 ---作 
2565---他也去登山　　 ---仙 
2566---台前新月映池边　　 ---泓 
2567---台上不见台下见　　 ---吕 
2568---台上无人坐，三番请上台　　 ---垒 
2569---台上一人放影片　　 ---参 
2570---台湾始终归一统　　 ---弘 
2571---台下暗箭射上台　　 ---唉 
2572---台下出丑　　 ---牟 
2573---抬头四处观，陈列未所见　　 ---掇 
2574---太平门　　 ---咄 
2575---太阳一出化春水　　 ---渣 
2576---泰山　　 ---仗 
2577---昙　　 ---阴 
2578---谈谈临门一脚　　 ---谢 
2579---谈一点　　 ---讣 
2580---叹息　　 ---蹉 
2581---叹与子别离　　 ---亟 
2582---叹子分家意急切　　 ---亟 
2583---炭　　 ---樵 
2584---逃之夭夭　　 ---兆 
2585---逃走了　　 ---兆 
2586---桃花溪　　 ---滟 
2587---桃李依旧笑春风　　 ---妩 
2588---桃梅李杏村村有　　 ---木 
2589---陶瓷处理品　　 ---盗 
2590---提前到海南　　 ---捣 
2591---提前改变旧貌　　 ---担 
2592---天际两蛾凝黛　　 ---关 
2593---天没有地有，你没有他有　　 ---也 
2594---天倾西北　　 ---夭 
2595---天上美人　　 ---鲁 
2596---天上牵牛会织女　　 ---姓 
2597---天上牵牛织女　　 ---姓 
2598---天上人间会相见　　 ---巩 
2599---天上人间结同心　　 ---恐 
2600---天上银河隔牛女　　 ---巫 
2601---天上银河隔牛女　　 ---巫 
2602---天生一对，地设一双　　 ---畦 
2603---天水相接不见人　　 ---汞 
2604---天水相连不见人　　 ---汞 
2605---天天大扫除　　 ---二 
2606---天天不见人　　 ---二 
2607---天天伸头看落日　　 ---替 
2608---天下春光收眼底　　 ---霜 
2609---天下莫大焉　　 ---一 
2610---天下十分安定　　 ---夺 
2611---天下四方成一统　　 ---奋 
2612---天下太平　　 ---晏 
2613---天下无人写此字　　 ---些 
2614---天下一绝　　 ---人 
2615---天仙化人　　 ---出 
2616---天向梅边别有春　　 ---晦 
2617---田边放羊　　 ---昧 
2618---田分二分已十载　　 ---噩 
2619---田间变化人变样　　 ---估 
2620---田间俱备　　 ---真 
2621---田间偶拾　　 ---卉 
2622---田间桥下落残红　　 ---索 
2623---田里禾苗田外草　　 ---菌 
2624---田里苗绿田外草青　　 ---菌 
2625---田里跑到田外　　 ---叶 
2626---田里雨后长青草　　 ---蕾 
2627---田上禾穗颗粒多　　 ---番 
2628---田土一失共操戈　　 ---戴 
2629---田园现已换新装　　 ---酤 
2630---田中发言　　 ---计 
2631---田中内阁　　 ---备 
2632---田中相思傍细柳　　 ---彭 
2633---田中直径通南北　　 ---申 
2634---调动岗位　　 ---岖 
2635---调整部署　　 ---睹 
2636---汀畔流水半如烟　　 ---町 
2637---亭台上下共青辉　　 ---膏 
2638---庭院植树　　 ---闲 
2639---同胞　　 ---捉 
2640---同胞去后柔肠断　　 ---棚 
2641---同行十二载　　 ---珩 
2642---同是宦游人　　 ---管 
2643---同室操戈　　 ---戽 
2644---同心改革朝前走　　 ---明 
2645---同心改革面貌变　　 ---回 
2646---同心改革向前进　　 ---白 
2647---同心改革一致向前　　 ---百 
2648---同心干　　 ---开 
2649---同心加入少先队　　 ---倜 
2650---同心结就月当头　　 ---悄 
2651---同心设计　　 ---诘 
2652---同心双结十八载　　 ---桓 
2653---同心团结奔向前　　 ---知 
2654---同心一直到白头　　 ---舌 
2655---同心之人结丝罗　　 ---给 
2656---同心直到白头，心上没有他人　　 ---憩 
2657---同学少年多不贱　　 ---篑 
2658---统一中国　　 ---帼 
2659---头白也双双　　 ---季 
2660---头上戴顶安全帽　　 ---实 
2661---头上戴帽真有意思　　 ---实 
2662---头一天就业　　 ---晋 
2663---投稿　　 ---赣 
2664---秃笔画蛇错点睛　　 ---笆 
2665---图表合格　　 ---回 
2666---徒弟　　 ---们 
2667---土话　　 ---访 
2668---吐辞不清　　 ---谜 
2669---兔头猪尾　　 ---象 
2670---兔子耳朵　　 ---聊 
2671---团结动员不用说　　 ---勋 
2672---团结如一人　　 ---姻 
2673---团结一心排洪水　　 ---恭 
2674---退潮　　 ---法 
2675---唾液　　 ---涡 
2676---外层空间　　 ---日 
2677---外滩一游　　 ---注 
2678---碗中行船　　 ---盘 
2679---万点旌旗影重重　　 ---邡，防 
2680---万端改革表中兴　　 ---计 
2681---万户团圆献丹心　　 ---房 
2682---万家灯火　　 ---房 
2683---万劫不复历乱情　　 ---励 
2684---万里春光在海边　　 ---汤 
2685---万里平沙落雁群　　 ---丛 
2686---万里长城　　 ---廊 
2687---万民同欢　　 ---筷 
2688---万人之上　　 ---仿 
2689---万紫千红映西湖　　 ---滟 
2690---亡命于草莽之中　　 ---葬 
2691---王力字了一　　 ---功 
2692---王孙折柳赠伊人　　 ---茶 
2693---王孙自可留　　 ---荐 
2694---王祥卧冰　　 ---鳃 
2695---忘却心事二十载　　 ---芒 
2696---忘我　　 ---舒 
2697---望　　 ---肿 
2698---望文释义　　 ---一 
2699---危急关头要团结　　 ---多 
2700---微躯敢一言　　 ---谢 
2701---为国宁抛玉，留名岂惜晚　　 ---回 
2702---为何称他为大款　　 ---贿 
2703---为了金钱，人格不全　　 ---贱 
2704---为我结茅茨　　 ---舒 
2705---为中国排球后继有人　　 ---全 
2706---围炉取暖　　 ---烘 
2707---唯有西湖波底月　　 ---沁 
2708---惟有西湖波底月　　 ---沁 
2709---伟人离去心不忍　　 ---韧 
2710---伟人逝去十二载　　 ---苇 
2711---未必说得对　　 ---详 
2712---未曾启口先含羞　　 ---芦 
2713---未曾启口掩疏篱　　 ---扁 
2714---未尝见全牛也　　 ---羞 
2715---未会牵牛意若何　　 ---羞 
2716---未及黄花时　　 ---鲜 
2717---未见云长见张飞　　 ---翔 
2718---未可全抛一片心　　 ---恙 
2719---未来复习　　 ---翔 
2720---未来属于你　　 ---群 
2721---未来献丑　　 ---羞 
2722---未来学学者　　 ---翔 
2723---未去朝天子　　 ---鲜 
2724---未上诉先滴泪　　 ---浒 
2725---未吐一字泪先流　　 ---相 
2726---未亡人嫁与畸形汉　　 ---泽 
2727---未写泪先流　　 ---着 
2728---未抓重点　　 ---来 
2729---文武双全不猜斌　　 ---刘 
2730---文心无悔效春蚕　　 ---繁 
2731---文章罗嗦　　 ---够 
2732---问　　 ---房 
2733---我　　 ---体 
2734---我爱这一行　　 ---衙 
2735---我行我素　　 ---衙 
2736---我行西北隅　　 ---金 
2737---我住江之头　　 ---涂 
2738---握别　　 ---掰 
2739---乌合之众　　 ---黟 
2740---污水自理大受称赞　　 ---夸 
2741---屋顶微露三山间　　 ---崛 
2742---无边月色洒人间　　 ---夫 
2743---无边月色洒人间　　 ---夫 
2744---无边月色中宵近，斜挂酒旗村舍前　　 ---尉 
2745---无风荷叶动　　 ---衡 
2746---无功而还　　 ---璇 
2747---无钱苦，有钱也苦　　 ---锌 
2748---无人无牛不及犁　　 ---刊 
2749---无人迎佛独西来　　 ---狒 
2750---无人知是荔枝来　　 ---倮 
2751---无日不和右晏　　 ---安 
2752---无条件开释　　 ---邀 
2753---无头奇案　　 ---柯 
2754---无暇无疵玉成对，一舟一浆水横流　　 ---瑟 
2755---无线电　　 ---日 
2756---无心留恋春江水　　 ---滦 
2757---无心留恋送出关　　 ---迹 
2758---无言独上西楼　　 ---杏 
2759---无言独上西楼　　 ---皋 
2760---无言独上西楼　　 ---皋 
2761---无言相许送秋波　　 ---杵 
2762---无一成句　　 ---旬 
2763---无雨零点起飞　　 ---今 
2764---无雨零点起飞　　 ---令 
2765---梧桐半落晚景时　　 ---梦 
2766---梧桐半死清霜后　　 ---霖 
2767---梧桐半死清霜后　　 ---霖 
2768---五湖四海皆春色　　 ---染 
2769---五双　　 ---支 
2770---午　　 ---驰 
2771---午后复习　　 ---翔 
2772---武　　 ---斐 
2773---武昌起义　　 ---朝 
2774---勿挂心上　　 ---忽 
2775---勿向铜钱眼里钻　　 ---囫 
2776---戊辰年迎春　　 ---栊 
2777---雾　　 ---汽 
2778---夕　　 ---晒 
2779---夕贬岭南路八千　　 ---秽 
2780---夕阳伴随人归去　　 ---醉 
2781---夕阳度西岭　　 ---岁 
2782---夕阳连雨足　　 ---雷 
2783---夕阳贴水水连水　　 ---酬 
2784---夕阳无限好　　 ---醚 
2785---夕阳西沉，玉兔东升　　 ---明 
2786---夕阳西下马行迟　　 ---蓦 
2787---夕阳西下片帆前　　 ---幕 
2788---夕阳遥照柳梢头　　 ---梦 
2789---夕阳一落营业忙　　 ---黩 
2790---夕阳一抹别样红　　 ---殊 
2791---夕阳一抹染草原　　 ---茗 
2792---夕阳影下雨丝落　　 ---京 
2793---夕阳照东村　　 ---时 
2794---夕照横山成倒影　　 ---旺 
2795---夕照落日时，斜月渐初挂　　 ---酹 
2796---夕照落英人影斜　　 ---匙 
2797---西安城墙边　　 ---堙 
2798---西安日内有云　　 ---酝 
2799---西安一别　　 ---酚 
2800---西班牙东部　　 ---○ 
2801---西北　　 ---泉 
2802---西北铝加工出口　　 ---锃 
2803---西藏女奴抵京中　　 ---叹 
2804---西藏一特区　　 ---酗 
2805---西放乐元首　　 ---一 
2806---西海横山落日时　　 ---浔 
2807---西河之春留客心　　 ---涤 
2808---西湖比西子　　 ---汝 
2809---西湖边上正垂钓　　 ---沔 
2810---西湖别后整一载　　 ---酒 
2811---西湖春蝶翩翩舞　　 ---滦 
2812---西湖春日天上来　　 ---渣 
2813---西湖春色归　　 ---清 
2814---西湖春色上枝头　　 ---淋 
2815---西湖道上遇郎君　　 ---潜 
2816---西湖蝶影落残月　　 ---湾 
2817---西湖断桥　　 ---沐 
2818---西湖断桥边　　 ---淅 
2819---西湖断桥一旦相会　　 ---渣 
2820---西湖断桥一线天　　 ---渣 
2821---西湖飞来峰　　 ---汕 
2822---西湖共赏无边月　　 ---淇 
2823---西湖归画里，残月漾平流　　 ---渔 
2824---西湖归画里，残月漾平流　　 ---渔 
2825---西湖花前两相会　　 ---满 
2826---西湖黄昏后　　 ---酒 
2827---西湖继桥系客心　　 ---涤 
2828---西湖恋人结同心　　 ---洽 
2829---西湖留影　　 ---湘 
2830---西湖六桥别有天　　 ---溟 
2831---西湖六桥观日落　　 ---溟 
2832---西湖六桥在前方　　 ---滂 
2833---西湖明月入画中　　 ---渭 
2834---西湖明月下，四个肩并肩　　 ---潜 
2835---西湖破晓歌一曲　　 ---漕 
2836---西湖桥畔粉蝶飞　　 ---滦 
2837---西湖三潭印月　　 ---沁 
2838---西湖水干变了样　　 ---胃 
2839---西湖水光复月光　　 ---钴 
2840---西湖天下景　　 ---氵京 
2841---西湖新月映高台　　 ---泓 
2842---西湖远树托红霞　　 ---滟 
2843---西湖月初吐　　 ---涓 
2844---西口南方变化大　　 ---哈 
2845---西陵远树迎春绿　　 ---梆 
2846---西岭残月出　　 ---崛 
2847---西岭隐约孤帆出　　 ---蛉 
2848---西流曲水入断渠　　 ---涵 
2849---西楼明月当头照　　 ---梢 
2850---西楼日日遇春香　　 ---榛 
2851---西楼深锁弄斯文　　 ---数 
2852---西楼一曲明月沉　　 ---槽 
2853---西楼月影重　　 ---棚 
2854---西楼转眼近黄昏　　 ---椤 
2855---西去明日东复来　　 ---腹 
2856---西山小桥中，巧遇采茶人　　 ---嵘 
2857---西施泪　　 ---淦 
2858---西施与东邻　　 ---邡 
2859---西蜀　　 ---钏 
2860---西洋姑娘　　 ---汝 
2861---西子姑娘去观月　　 ---腰 
2862---西子美　　 ---铺 
2863---希望一生为人正　　 ---企 
2864---溪旁桥畔柳初生　　 ---淋 
2865---熙熙攘攘　　 ---侈 
2866---习字当须用点心　　 ---刁 
2867---喜欢听音乐　　 ---悦 
2868---喜鹊登梅　　 ---枭 
2869---喜上眉梢　　 ---声 
2870---喜上心头　　 ---志 
